Age,Rating,Positive Feedback Count,Recommended IND,Division Name_General Petite,Division Name_Initmates,Department Name_Dresses,Department Name_Intimate,Department Name_Jackets,Department Name_Tops,Department Name_Trend,Class Name_Dresses,Class Name_Fine gauge,Class Name_Intimates,Class Name_Jackets,Class Name_Jeans,Class Name_Knits,Class Name_Layering,Class Name_Legwear,Class Name_Lounge,Class Name_Outerwear,Class Name_Pants,Class Name_Shorts,Class Name_Skirts,Class Name_Sleep,Class Name_Sweaters,Class Name_Swim,Class Name_Trend,Title_0,Title_1,Title_2,Title_3,Title_4,Title_5,Title_6,Title_7,Title_8,Title_9,Title_10,Title_11,Title_12,Title_13,Title_14,Title_15,Title_16,Title_17,Title_18,Title_19,Title_20,Title_21,Title_22,Title_23,Title_24,Title_25,Title_26,Title_27,Title_28,Title_29,Title_30,Title_31,Title_32,Title_33,Title_34,Title_35,Title_36,Title_37,Title_38,Title_39,Title_40,Title_41,Title_42,Title_43,Title_44,Title_45,Title_46,Title_47,Title_48,Title_49,Review_0,Review_1,Review_2,Review_3,Review_4,Review_5,Review_6,Review_7,Review_8,Review_9,Review_10,Review_11,Review_12,Review_13,Review_14,Review_15,Review_16,Review_17,Review_18,Review_19,Review_20,Review_21,Review_22,Review_23,Review_24,Review_25,Review_26,Review_27,Review_28,Review_29,Review_30,Review_31,Review_32,Review_33,Review_34,Review_35,Review_36,Review_37,Review_38,Review_39,Review_40,Review_41,Review_42,Review_43,Review_44,Review_45,Review_46,Review_47,Review_48,Review_49,Review_50,Review_51,Review_52,Review_53,Review_54,Review_55,Review_56,Review_57,Review_58,Review_59,Review_60,Review_61,Review_62,Review_63,Review_64,Review_65,Review_66,Review_67,Review_68,Review_69,Review_70,Review_71,Review_72,Review_73,Review_74,Review_75,Review_76,Review_77,Review_78,Review_79,Review_80,Review_81,Review_82,Review_83,Review_84,Review_85,Review_86,Review_87,Review_88,Review_89,Review_90,Review_91,Review_92,Review_93,Review_94,Review_95,Review_96,Review_97,Review_98,Review_99
18.0,5.0,0.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38972139782014703,0.0,0.0,0.0,0.0,0.0,0.19760165909253719,0.0,0.0,0.21057602327014735,0.11392329564320185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1438610099706832,0.0,0.0,0.0,0.1932027629776031,0.12241882913721285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09338955434728191,0.34443934993612985,0.0,0.0,0.0,0.0,0.0,0.19069355079718128,0.0,0.0,0.0,0.0,0.0,0.16846740279053707,0.0,0.0,0.0,0.26706297023462294,0.0,0.0,0.13569545205068015,0.12677752517239935,0.0,0.22802024581088823,0.1678772758726556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2294552300388201,0.0,0.0,0.0,0.14681574278107926,0.16003423549186085,0.0,0.0,0.0,0.09012036084882925,0.0,0.18077586546409985,0.0,0.0,0.0,0.0,0.3266632858467179,0.230921076496501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18.0,4.0,0.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3087444060092386,0.0,0.0,0.0,0.0,0.0,0.0,0.204307823547216,0.0,0.0,0.2256302864091603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2849232959732523,0.0,0.16228941779524103,0.0,0.0,0.12122803911243611,0.23167519220809982,0.0,0.0,0.0,0.15907470375641958,0.0,0.216457458572615,0.0,0.17054446313613014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16682868998665817,0.0,0.0,0.0,0.13223260028405517,0.0,0.0,0.0,0.2510886746507139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18566176041918978,0.0,0.0,0.22722327764237277,0.0,0.0,0.0,0.0,0.1584775536269095,0.0,0.0,0.0,0.1784874876978825,0.10233526391167316,0.0,0.17901742602441406,0.0,0.0,0.4407993405415994,0.0,0.0,0.14246164798662614,0.16228941779524103,0.0,0.0,0.0,0.0,0.0,0.0
18.0,4.0,0.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.497303112919292,0.0,0.6335187235803522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5927424742279763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1239168478429934,0.2991918564361958,0.23494557312628275,0.0,0.12830949635303804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08584906466849677,0.0,0.0,0.14128323577793303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1687151466116633,0.0,0.18450207079958855,0.0,0.0,0.12830949635303804,0.0,0.12105125377665077,0.0,0.0,0.35187736824396904,0.1946691139425858,0.0,0.13785778767427553,0.17401496610100908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16673941512154453,0.12695181327965338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.095535613638884,0.16673941512154453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32246199331816444,0.0,0.0,0.28256647155586606,0.2001858558976632,0.15625652949191762,0.0,0.0,0.0,0.0,0.0,0.180895259670282,0.0,0.0,0.0,0.06791191075344459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31094470224051773,0.0,0.0,0.0941021433280731,0.13954196103631225,0.0
18.0,5.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16027373527714,0.0,0.1526884391797739,0.0,0.0,0.16229468117954923,0.0,0.0,0.13714796622386632,0.0,0.0,0.13714796622386632,0.0,0.0,0.0,0.07906992468959219,0.0,0.0,0.0,0.0,0.0,0.16027373527714,0.0,0.0,0.0,0.0,0.0,0.0,0.08496635868736901,0.0,0.0,0.0,0.0,0.0,0.0,0.22756619096073175,0.19445465444120866,0.11953127455546472,0.0,0.0,0.16027373527714,0.0,0.0,0.1323533050478759,0.0,0.0,0.0,0.09392751280710859,0.0,0.11692696191846734,0.0,0.12852291859888024,0.0,0.2780377203530786,0.0,0.1083019142934813,0.0,0.08799156758166234,0.0,0.0,0.11651737676127238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5237210191371959,0.0,0.0,0.0,0.0,0.0,0.0,0.27429593244773265,0.10189934955273743,0.16661072096784527,0.0,0.0,0.0,0.1250983849279297,0.21517434754070394,0.0,0.0,0.0,0.23303475352254477,0.0,0.0,0.16027373527714,0.0,0.0,0.0,0.0,0.14770417137665928,0.0,0.0,0.0
19.0,4.0,3.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5163237928794263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6764366216529243,0.0,0.0,0.0,0.0,0.0,0.5252078043911589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06257556143575216,0.0,0.13669614906962912,0.0,0.18421223371824008,0.0,0.0,0.0,0.0,0.0,0.1829207794429193,0.0,0.0,0.0,0.0,0.1865917341948967,0.0,0.0,0.0,0.0,0.0,0.0,0.15510787234014523,0.09828081042529421,0.0,0.0,0.13669614906962912,0.0,0.12896348829699666,0.0,0.08774213707847481,0.2249262099105768,0.41478641838840413,0.0,0.0,0.0,0.0,0.0,0.0,0.1853890508699419,0.0,0.1776379503705982,0.1086462009497312,0.0,0.13524972419022613,0.0,0.0,0.0,0.10720232064883538,0.0,0.0,0.1089396058805593,0.1017800775049973,0.0,0.0,0.13477595596231598,0.16731826258706056,0.0,0.0,0.19168563176528133,0.14289748209322992,0.0,0.16163851361037246,0.0,0.1302510744915801,0.0,0.0,0.10663527009772389,0.0,0.0,0.0,0.0,0.0,0.0,0.19271905887496416,0.0,0.0,0.0,0.07235081533181005,0.08296424445995884,0.0,0.43539377124490747,0.0,0.0,0.0,0.0,0.0,0.0,0.13156968982705616,0.0,0.0,0.0,0.10025291173112232,0.14866279776209623,0.0
19.0,4.0,3.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5564509594349828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8308804545443869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08671514389124421,0.18356805203052753,0.0,0.0,0.0,0.0,0.21983725293505213,0.0,0.24760920358885188,0.0,0.12674278381327186,0.0,0.21983725293505213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12159015224972648,0.31169530420168295,0.0,0.0,0.0,0.0,0.0,0.0,0.212151793422196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.206011989400222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18676806322148096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2552752222575834,0.0,0.0,0.21983725293505213,0.0,0.267063699269977,0.0,0.5105504445151668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1817109221781638,0.0,0.0,0.0,0.22953073120908474,0.0,0.0,0.138927170077511,0.0,0.0
19.0,4.0,0.0,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14134883017101768,0.0,0.0,0.20032220252727004,0.0,0.21880166178564145,0.0,0.0,0.10253845900032833,0.0,0.13256076032453354,0.0,0.0,0.0,0.1194673117717083,0.0,0.0,0.27202169962683004,0.0,0.0,0.0,0.0,0.0,0.0,0.14385199652514266,0.0,0.07865621961208447,0.1503174919796489,0.13125339491834048,0.0,0.0,0.0,0.0,0.2106656866202009,0.1800132221812331,0.33196237877655455,0.0,0.1175420132202452,0.0,0.0,0.23139560871966866,0.1225239116876328,0.0,0.13190219921117272,0.14216742388801387,0.08695186176162563,0.0,0.10824322634647661,0.0,0.0,0.0,0.08579629369549585,0.0,0.0,0.08718667995832767,0.08145675736417882,0.0,0.0,0.10786405957303966,0.0,0.0,0.1367347256126508,0.0,0.0,0.0,0.0,0.0,0.208485401689015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18866331900228123,0.3598866956460463,0.0,0.0,0.0,0.1158077878118023,0.06639804661718275,0.23230325391482673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13256076032453354,0.0,0.1367347256126508,0.0,0.11897799395753543,0.0
19.0,5.0,0.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16230088301928994,0.0,0.0,0.0,0.0,0.16615314956838143,0.0,0.0,0.0,0.21923786267958328,0.0,0.1935846346322948,0.0,0.0,0.0,0.0,0.0,0.2126827842922335,0.0,0.20204259708765224,0.0,0.0,0.0,0.12745440831764673,0.0,0.0,0.0,0.0,0.16724490797689984,0.0,0.11378744352503524,0.19446208522449074,0.26895564508025194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13902417256684982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4839589534490344,0.0,0.0,0.1853150574507955,0.0,0.0,0.0,0.0,0.0,0.1951974971688956,0.0,0.0,0.0,0.0,0.0,0.20572981068129553,0.0,0.24992563160753717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17478274393839557,0.0,0.0,0.0,0.0,0.17062473230407885,0.0,0.0,0.22156472349401715,0.2600238132249449,0.0,0.0
19.0,5.0,1.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22087497389504623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29993073681277577,0.0,0.0,0.0,0.4076668230115204,0.27495939964860566,0.0,0.0,0.0,0.0,0.0,0.0,0.2412503992337913,0.0,0.0,0.0,0.0,0.0,0.12200708129432553,0.0,0.2592033112061914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1917459967435239,0.3135071963450118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17962820825054454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28527033281819697,0.0,0.0,0.0,0.0,0.0,0.2937970391458032,0.0,0.3314797031792224,0.0,0.0,0.0,0.11337444448871084,0.0,0.0,0.0,0.0,0.14642078240184936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19.0,5.0,0.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24337347790223637,0.0,0.18603576528077437,0.0,0.08818066359963,0.0,0.0,0.22355258813899037,0.0,0.0,0.0,0.23340988997158413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26124782830117554,0.0,0.32550841181120366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12364507318361881,0.10565435875062573,0.09741860023942643,0.0,0.0,0.0,0.0,0.0,0.2157372413667852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3070325385316107,0.14342715542116746,0.2503250787488393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3005380587754706,0.0,0.0,0.0,0.0,0.0,0.16609698232790857,0.1810514532081746,0.0,0.0,0.0,0.10195582367221327,0.1169121293307524,0.0,0.0,0.2682627123289529,0.0,0.0,0.18478190754163207,0.0,0.16275420590560183,0.0,0.0,0.2288726665387973,0.0,0.0,0.0,0.0
